,ImageID,ImgType,Projection,Pred,result
114,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_SHOULDER/patient11417/study3_negative/image2.png,SHOULDER,Otro,Otro,True
115,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/8740986235255153437275212554845401547_5578zu.png,PA,PA,PA,True
116,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/299978598489701851490153392321254442095_4dafry.png,PA,PA,PA,True
117,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_HUMERUS/patient11631/study1_positive/image1.png,HUMERUS,Otro,Otro,True
118,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_SHOULDER/patient11306/study1_positive/image2.png,SHOULDER,Otro,Otro,True
119,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/183232753070732604110053323873613017877_gx171q.png,L,L,L,True
120,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/66837692872431466025673378430636410868_93i8ob.png,PA,PA,PA,True
121,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/130906364917231360555080404101857239103_f1pktf.png,PA,PA,PA,True
122,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/313336110654113718193159270667928142410_d1yful.png,L,L,L,True
123,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/331423015463193594976919504486703539010_k5lz72.png,PA,PA,PA,True
124,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/39163005141690869343237773925013428555_8a7den.png,L,L,L,True
125,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/52997664345823153615795562965858542426_765qgh.png,L,L,L,True
126,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/282224593259675882688251807701700558197_5gyld0.png,PA,PA,PA,True
127,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/226684531336069926032758333606592365808_h5ktzo.png,L,L,L,True
128,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/188248636381397825383833440206324657259_bkla69.png,PA,PA,PA,True
129,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/195000048148503616441165598608834106728_kt3z4e.png,PA,PA,PA,True
130,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/255044710840621868213811204664137941252_1byd34.png,L,L,L,True
131,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/320084473585102349062316508526218944779_sygrf5.png,L,L,L,True
132,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/303952048615786720156743860782085381921_8rqr9x.png,PA,PA,PA,True
133,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/281803373026272932208331020473373856209_eiie4t.png,PA,PA,PA,True
134,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_FINGER/patient11916/study1_positive/image1.png,FINGER,Otro,Otro,True
135,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_WRIST/patient11272/study2_negative/image1.png,WRIST,Otro,Otro,True
136,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/126941977443449474847041026399742037373_sozpzs.png,PA,PA,PA,True
137,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/310762285332329155541190533164929432144_e4vx8e.png,PA,PA,PA,True
138,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/3/199341901502661986441086965625928968293_vq46p6.png,L,L,L,True
139,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/6/190411733026370022953130846460719147534_-sx4zo.png,PA,PA,PA,True
140,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/136382346007723061035414040789854368098_xe3g0q.png,PA,PA,PA,True
141,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/158983313935015536925207882178492436243_lc0jed.png,PA,PA,PA,True
142,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/178381626746346083620298954931243553434_0cud5f.png,PA,PA,PA,True
143,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/333948392665908122790539664882890742625_xm5vu8.png,L,L,L,True
144,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/333172965859363034765559389545127787464_2xjpqc.png,L,L,L,True
145,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/MURA-v1.1/valid/XR_WRIST/patient11232/study1_positive/image1.png,WRIST,Otro,Otro,True
146,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/23624796917090696740827884493808008187_1l87c4.png,PA,PA,PA,True
147,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/329957456863744425754563943277688080959_ros200.png,PA,PA,PA,True
148,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/283150672563386495509139437908671618505_3rcqi1.png,PA,PA,PA,True
149,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/63273826711793912793909526493813686168_3_4zsw8i.png,PA,PA,PA,True
150,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/39124623165811711364034994599424373492_ke9z3x.png,PA,PA,PA,True
151,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/63370738336777128112530436269099285368_kqkex8.png,L,L,L,True
152,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/231221985615739392349978467735740273758_kpob4y.png,L,L,L,True
153,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/56826900795348257785752386728283642218_mj8ttg.png,PA,PA,PA,True
154,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/5/185430649880996656719131834078419691377_bg55jd.png,PA,PA,PA,True
155,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/36010880675028670570568590447318597074_tz78rw.png,PA,PA,PA,True
156,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/189867850198266762000289288951891180916_lmbv8o.png,L,L,L,True
157,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/144306045728819370188471558682816175107_vhmdyu.png,PA,PA,PA,True
158,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/139917552405009896042750198423766372126_er4ma7.png,PA,PA,PA,True
159,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/1/108237536447904528032966765563426119391_xoggbz.png,PA,PA,PA,True
160,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/2/117531800906360664581566838860003068131_v1a3da.png,PA,PA,PA,True
161,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/0/315378758073710773002938371108159457223_4i3rwc.png,PA,PA,PA,True
162,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/4/184931333839540200784837938369213314242-2_q82b9i.png,PA,PA,PA,True
163,/content/drive/MyDrive/Quinto_Anio/TESIS_Eugenia_Berrino/DS_comp_nodef/7/205527627678159223252914608486134023081_bnsocu.png,L,L,L,True
